story,character, appearing lines
484168b9-bb07-45fd-b7c9-5e166e75e6e3,Gina,"[2, 3, 4, 5]"
484168b9-bb07-45fd-b7c9-5e166e75e6e3,People,"[1]"
484168b9-bb07-45fd-b7c9-5e166e75e6e3,Mark,"[1, 2, 3, 4]"
a04032d7-1c2e-493d-9079-d77124f3a62f,Cousin,"[3]"
a04032d7-1c2e-493d-9079-d77124f3a62f,Mother,"[4]"
a04032d7-1c2e-493d-9079-d77124f3a62f,Tommy,"[1, 2, 3, 4, 5]"
8be6e0b4-8403-4b8d-8433-7302e5234bbc,The little girl,"[3, 4, 5]"
8be6e0b4-8403-4b8d-8433-7302e5234bbc,The seamstress,"[3, 4]"
8be6e0b4-8403-4b8d-8433-7302e5234bbc,Sad puppy,"[4, 5]"
4b57fce4-5498-4744-882a-eade8cfae24e,Strangers,"[4]"
4b57fce4-5498-4744-882a-eade8cfae24e,Friends,"[2, 3, 5]"
4b57fce4-5498-4744-882a-eade8cfae24e,Timmy,"[1, 3, 5]"
ded6d5cd-04e1-44cd-8af1-63786127c986,Tim,"[1, 3, 5]"
ded6d5cd-04e1-44cd-8af1-63786127c986,Friend,"[1, 2, 3, 4, 5]"
4c3b0142-ebce-4eab-923d-d6e490eb8bf6,Woman,"[3, 4, 5]"
4c3b0142-ebce-4eab-923d-d6e490eb8bf6,Our neighbor barry,"[1, 2, 3, 4, 5]"
4c3b0142-ebce-4eab-923d-d6e490eb8bf6,People,"[2]"
f26f00b5-e9ad-4ae5-818e-08f42c69af19,Randy,"[1, 2, 3, 4, 5]"
484e09b4-100d-4f1c-a007-8802f86265dc,Edward,"[1, 2, 3, 5]"
884534c9-dab1-4ec8-82ee-f484527e31cb,Sue,"[1, 2, 3, 4, 5]"
884534c9-dab1-4ec8-82ee-f484527e31cb,Birds,"[4]"
367c88ad-2a4c-49ed-9a60-e309e1235be6,Bethany,"[2, 3, 4, 5]"
367c88ad-2a4c-49ed-9a60-e309e1235be6,Mary,"[1, 3, 4, 5]"
45f54801-91c2-4e31-8f58-f9f9642f2e93,Teacher,"[1]"
45f54801-91c2-4e31-8f58-f9f9642f2e93,I (myself),"[2, 3, 4, 5]"
45f54801-91c2-4e31-8f58-f9f9642f2e93,Strange girl,"[2, 3, 4, 5]"
aa09f750-a904-4c4e-be52-ad926cfba786,Employees,"[3, 4]"
aa09f750-a904-4c4e-be52-ad926cfba786,Boss,"[2, 3, 4, 5]"
aa09f750-a904-4c4e-be52-ad926cfba786,Priscilla,"[1, 2, 3, 4, 5]"
737fd841-252f-4c5a-b4fb-0c4abfcce107,Roxie,"[2, 4, 5]"
737fd841-252f-4c5a-b4fb-0c4abfcce107,Marianne,"[1, 2, 3, 4, 5]"
23b2b878-a35a-4b1d-885c-472f0d03e3a9,Town,"[4, 5]"
23b2b878-a35a-4b1d-885c-472f0d03e3a9,Friends,"[1, 2, 3]"
23b2b878-a35a-4b1d-885c-472f0d03e3a9,Ana,"[1, 2, 3]"
a9266f64-157a-4f9b-8fcc-827984b88135,Older brother,"[1, 2, 5]"
a9266f64-157a-4f9b-8fcc-827984b88135,Dave,"[1, 2, 3, 4, 5]"
24f8885b-4e92-4689-adb1-62e9ce6d0901,Company,"[2]"
24f8885b-4e92-4689-adb1-62e9ce6d0901,Jeremy,"[1, 2, 3, 4, 5]"
24f8885b-4e92-4689-adb1-62e9ce6d0901,Boss,"[5]"
1584539d-0760-44ba-a603-0bb2e9876117,Anthony,"[1, 2, 3, 4, 5]"
1584539d-0760-44ba-a603-0bb2e9876117,Somebody,"[3]"
1584539d-0760-44ba-a603-0bb2e9876117,Crowd,"[2]"
14e193d8-f741-412e-ba63-e105acdd823c,Bob,"[1, 2, 3, 4, 5]"
c458097f-1c94-4738-a7cd-65bed4320c5c,Jessica,"[1, 2, 3, 4, 5]"
dfbeea1f-72cf-4a22-9fd6-df17e77a82ff,Newts,"[1, 2, 3, 4, 5]"
dfbeea1f-72cf-4a22-9fd6-df17e77a82ff,Sam's dad,"[1]"
dfbeea1f-72cf-4a22-9fd6-df17e77a82ff,Sam,"[1, 3, 4, 5]"
2f104ab4-aa78-4669-b590-037b6646f4de,His teacher,"[5]"
2f104ab4-aa78-4669-b590-037b6646f4de,Drew,"[1, 2, 3, 4, 5]"
1720c592-75bb-4d8c-964c-908a773a008b,Vinney,"[1, 3, 4, 5]"
ccdb3307-779d-40d1-8800-fd4fd52726f3,Kids,"[2, 4]"
ccdb3307-779d-40d1-8800-fd4fd52726f3,Ross,"[1, 2, 3, 5]"
72b1b897-7242-45ca-90ef-bf12399afd4b,I (myself),"[3, 4, 5]"
72b1b897-7242-45ca-90ef-bf12399afd4b,The pitcher,"[1]"
72b1b897-7242-45ca-90ef-bf12399afd4b,Jerry,"[1]"
72b1b897-7242-45ca-90ef-bf12399afd4b,Opponents,"[5]"
9cbc525e-a100-48a7-a1f6-cf1762bd0ceb,Johnson family,"[1, 2, 3, 4, 5]"
9fb27fa1-bd34-4691-b5f5-635c577a59b8,I (myself),"[1, 2, 3, 5]"
9fb27fa1-bd34-4691-b5f5-635c577a59b8,Friend,"[2, 4]"
5e28d1cb-0e65-4e95-b54e-22621e8e6d76,News,"[2, 3, 4]"
5e28d1cb-0e65-4e95-b54e-22621e8e6d76,Kim,"[2, 3, 4, 5]"
649ad524-b8dd-4520-9876-0eec548c2dcf,Parents,"[2, 5]"
649ad524-b8dd-4520-9876-0eec548c2dcf,Blaze,"[1, 2, 3, 4]"
649ad524-b8dd-4520-9876-0eec548c2dcf,Family,"[5]"
a2619232-8a95-4db8-b785-4ea11170752f,Janet,"[1, 2, 3, 4, 5]"
a2619232-8a95-4db8-b785-4ea11170752f,Boss,"[3, 4]"
b88fc5b5-4c74-4f1d-91ec-e49da9c0ecaf,I (myself),"[1, 4, 5]"
b88fc5b5-4c74-4f1d-91ec-e49da9c0ecaf,Monkey,"[2, 3]"
b88fc5b5-4c74-4f1d-91ec-e49da9c0ecaf,Son,"[1, 2, 3, 5]"
dab429f0-99fe-4e73-af69-f2bff6719712,Charles,"[1, 2, 3, 5]"
ea33cde9-35fa-42fc-9852-5c9626b1545b,I (myself),"[1, 2, 3, 4, 5]"
a6023950-3c27-4e3b-a424-6b9f25cb1312,His friend,"[3]"
a6023950-3c27-4e3b-a424-6b9f25cb1312,Charles,"[1, 2, 3, 5]"
a6023950-3c27-4e3b-a424-6b9f25cb1312,A model,"[2]"
a6023950-3c27-4e3b-a424-6b9f25cb1312,An actor,"[5]"
ed2e3111-e806-4152-95e9-e772eac3973f,The bakery,"[1]"
ed2e3111-e806-4152-95e9-e772eac3973f,Tina,"[1, 2, 3, 4, 5]"
3820a2f6-4913-45a9-ab7f-fea467d0cf43,Lewis,"[1, 2]"
3820a2f6-4913-45a9-ab7f-fea467d0cf43,Susie,"[1, 2, 3, 4, 5]"
3820a2f6-4913-45a9-ab7f-fea467d0cf43,His parents,"[2, 4, 5]"
74293e51-f2e3-471d-932b-296aa5e27475,Tim,"[1, 2, 4, 5]"
74293e51-f2e3-471d-932b-296aa5e27475,Uncle,"[2, 3, 4, 5]"
39708968-ad02-4193-b092-674a0e68e943,Friend,"[2, 3, 4]"
39708968-ad02-4193-b092-674a0e68e943,Trevor,"[1, 2, 4, 5]"
efddb945-d86d-4efd-9a22-698eafed7a4d,Mom,"[3]"
efddb945-d86d-4efd-9a22-698eafed7a4d,Abby,"[1, 2, 3, 4, 5]"
58e321b6-7f2b-4acc-997b-a55fe39c9f4c,Kate,"[1, 2, 3, 5]"
774d31e5-d222-447a-bb73-78db69667289,Kina,"[1, 2, 3, 4, 5]"
bd5ed876-4212-4269-866a-671f5c52119a,Horses,"[1, 4, 5]"
bd5ed876-4212-4269-866a-671f5c52119a,Susanna,"[1, 2, 3, 4, 5]"
34792454-6f78-4e8c-bd09-c655c3475067,Tom,"[1, 2, 3, 4, 5]"
a35fdee9-3ebe-4edb-b882-7f0af2c7848a,Sally,"[1, 2, 3, 4, 5]"
0c4b9880-194d-4c6c-8da5-a0e87c273c81,I (myself),"[1, 2, 3, 4, 5]"
0c4b9880-194d-4c6c-8da5-a0e87c273c81,Woman,"[2, 3, 4, 5]"
db3bda22-ac96-45ec-8c1f-d18473a48fc7,Relative,"[3, 4]"
db3bda22-ac96-45ec-8c1f-d18473a48fc7,My son,"[1]"
db3bda22-ac96-45ec-8c1f-d18473a48fc7,Husband,"[4]"
db3bda22-ac96-45ec-8c1f-d18473a48fc7,Son in law,"[1]"
f9bd9781-c73d-492b-8582-ae411e792677,Erica,"[1, 2, 3, 4, 5]"
b0a3047a-2800-4f83-a5bf-5a2aa148f03d,I (myself),"[1, 2, 3, 4]"
b0a3047a-2800-4f83-a5bf-5a2aa148f03d,Friends,"[1, 2, 3, 4]"
c6c541e9-514e-453c-a6eb-371ca8121607,Kelly,"[1, 2, 3, 4, 5]"
c6c541e9-514e-453c-a6eb-371ca8121607,Her parents,"[5]"
65d87242-61b4-4b08-af69-5be12f654f46,Girlfriend,"[5]"
65d87242-61b4-4b08-af69-5be12f654f46,Mark,"[1, 2, 3, 4, 5]"
13e3bea6-c0bf-462a-a9ce-a19f97dbe617,Kate,"[1, 2, 3, 4, 5]"
13e3bea6-c0bf-462a-a9ce-a19f97dbe617,Mom,"[4]"
13e3bea6-c0bf-462a-a9ce-a19f97dbe617,Doctor,"[3]"
c98fa1a4-cc69-4c15-8312-9b3fe84b6d96,Rival dance team,"[3, 4, 5]"
c98fa1a4-cc69-4c15-8312-9b3fe84b6d96,Tom,"[1, 2, 3, 4, 5]"
9eb0b1a9-0bc2-4c70-be3a-c10ab812ea9f,Dr pratt,"[2, 3, 4, 5]"
9eb0b1a9-0bc2-4c70-be3a-c10ab812ea9f,Carla,"[1, 2, 3, 4, 5]"
9eb0b1a9-0bc2-4c70-be3a-c10ab812ea9f,Doctor,"[1]"
08d56f2f-8a50-46bf-84a1-4c96fa72ede3,Maggie,"[1, 2, 3, 4, 5]"
08d56f2f-8a50-46bf-84a1-4c96fa72ede3,Baby,"[5]"
08d56f2f-8a50-46bf-84a1-4c96fa72ede3,Husband,"[4, 5]"
9a1b0b13-315c-4bab-9959-8292a671008d,Kelly,"[1, 2, 3, 4, 5]"
16191ba8-d3a0-46ec-8bbb-1ca93be3e993,Students,"[1, 2]"
16191ba8-d3a0-46ec-8bbb-1ca93be3e993,Halle,"[3, 4, 5]"
16191ba8-d3a0-46ec-8bbb-1ca93be3e993,Teacher,"[1, 2]"
16191ba8-d3a0-46ec-8bbb-1ca93be3e993,Adults,"[4]"
7c0df5cd-93b0-48e7-8835-98ef13671602,I (myself),"[1, 2, 4, 5]"
7c0df5cd-93b0-48e7-8835-98ef13671602,Boy,"[2, 3, 5]"
7c0df5cd-93b0-48e7-8835-98ef13671602,Pet,"[1]"
7c0df5cd-93b0-48e7-8835-98ef13671602,Police,"[5]"
a1a04914-bdac-4fc5-8e1e-34cbbe7bb1ce,Tom,"[1, 2, 3, 4, 5]"
4afdde86-3645-435b-9aee-6b23357e1279,Alicia,"[1, 2]"
4afdde86-3645-435b-9aee-6b23357e1279,Alicia's dad,"[2, 3, 4, 5]"
4afdde86-3645-435b-9aee-6b23357e1279,Fred,"[1, 2, 5]"
b7ec3dbd-9765-4127-a648-8410781c5b3d,Kate,"[1, 2, 4, 5]"
b7ec3dbd-9765-4127-a648-8410781c5b3d,Friend,"[2, 3]"
b7ec3dbd-9765-4127-a648-8410781c5b3d,Brother,"[2, 3]"
04a1716c-9dd4-40ce-8525-8c26db0756f6,Mom,"[1, 2, 4]"
04a1716c-9dd4-40ce-8525-8c26db0756f6,Megan,"[1, 2, 3, 4, 5]"
12959949-881b-4158-9561-6e5669b670cc,Bill,"[1, 2, 3, 4, 5]"
f3ed5d85-3b56-467a-a2e9-7cc38d38413e,I (myself),"[1, 2, 3, 4, 5]"
f3ed5d85-3b56-467a-a2e9-7cc38d38413e,Teacher,"[4, 5]"
f3ed5d85-3b56-467a-a2e9-7cc38d38413e,Classmate,"[2, 3]"
ece59e1e-e238-48ed-b83f-5fba072f85d8,Customer,"[4, 5]"
ece59e1e-e238-48ed-b83f-5fba072f85d8,Ken,"[1, 2, 3, 4, 5]"
ece59e1e-e238-48ed-b83f-5fba072f85d8,Customers,"[4, 5]"
0500bf77-cb9f-4c7c-931d-5acde5b17f08,His friends,"[3]"
0500bf77-cb9f-4c7c-931d-5acde5b17f08,Michael,"[1, 2, 4, 5]"
068f5acd-9213-48ba-823f-9ddea94fdb16,Librarian,"[2, 3, 4]"
068f5acd-9213-48ba-823f-9ddea94fdb16,Birds,"[1]"
068f5acd-9213-48ba-823f-9ddea94fdb16,Jon,"[1, 2, 3, 4, 5]"
9d0401f0-5035-4818-ab03-b0f411be7af9,Band,"[1, 2]"
9d0401f0-5035-4818-ab03-b0f411be7af9,Ashley,"[1, 2, 3, 5]"
9d0401f0-5035-4818-ab03-b0f411be7af9,Friend,"[3, 5]"
f73ae78f-ed5a-4a4d-8124-700e066588c3,Tim,"[1, 2, 5]"
f73ae78f-ed5a-4a4d-8124-700e066588c3,Mice,"[3]"
f73ae78f-ed5a-4a4d-8124-700e066588c3,Veterinarian,"[5]"
f73ae78f-ed5a-4a4d-8124-700e066588c3,Snake,"[2, 3, 4, 5]"
f73ae78f-ed5a-4a4d-8124-700e066588c3,Rats,"[4]"
56f92ec7-bc17-4d83-9cf3-54f102f880b4,Ben,"[1, 2, 3, 5]"
56f92ec7-bc17-4d83-9cf3-54f102f880b4,Team,"[3, 4, 5]"
3af4eae8-5e0a-4fe3-9f7f-8d5686ea96ea,Tina,"[1, 2, 3, 4, 5]"
a92746fc-c4f3-4bf0-bf6e-8e312f8e08ca,Lita,"[1, 2, 3, 4, 5]"
4d1cb92a-90e2-4326-bdf4-42f6f937db02,The friends,"[1, 2, 3, 4, 5]"
4d1cb92a-90e2-4326-bdf4-42f6f937db02,The parade,"[2]"
4d1cb92a-90e2-4326-bdf4-42f6f937db02,Bands,"[3]"
3c36e8c8-1b3c-4105-b310-cc0dbc208e29,Thorn,"[1, 2, 3, 4, 5]"
3c36e8c8-1b3c-4105-b310-cc0dbc208e29,Fish,"[5]"
aaf2a1e7-f6bd-42f0-8222-49d8f5a73065,I (myself),"[1, 3, 4, 5]"
b2e53ec3-d36a-4eb6-a68c-9eab5af345ed,I (myself),"[1]"
b2e53ec3-d36a-4eb6-a68c-9eab5af345ed,Uncle,"[1, 2, 3, 4, 5]"
74e721cb-df2a-4856-bda9-901173dbb03a,His pals,"[4]"
22766e51-3a01-4fab-85cc-2bf398946a27,Stu,"[1, 2, 3, 4, 5]"
962741a1-9da1-48e6-890f-1a48b839a576,Billy,"[1, 2, 3, 4, 5]"
962741a1-9da1-48e6-890f-1a48b839a576,Cat,"[1, 2, 4, 5]"
962741a1-9da1-48e6-890f-1a48b839a576,Billy's mother,"[2, 4, 5]"
aeed2b47-1387-489e-854f-39ec086c4d0f,I (myself),"[1, 2, 3, 4, 5]"
aeed2b47-1387-489e-854f-39ec086c4d0f,Boss,"[5]"
eba53292-fc31-4ba0-9441-2d4792f9a180,I (myself),"[1, 2, 3, 4]"
eba53292-fc31-4ba0-9441-2d4792f9a180,My son,"[1]"
eba53292-fc31-4ba0-9441-2d4792f9a180,Guests,"[5]"
c4ad9be2-2562-40d9-97ee-639fea37ec08,I (myself),"[1, 2, 3, 5]"
c4ad9be2-2562-40d9-97ee-639fea37ec08,My boss,"[4]"
c4d9c970-c844-4736-a5d0-f68ca3fd3d1f,Peter,"[1, 2, 3, 4, 5]"
c4d9c970-c844-4736-a5d0-f68ca3fd3d1f,A dog,"[1, 2, 3, 4, 5]"
abb77203-7f8d-4b57-9dd5-74fd40f7aa25,John,"[1, 2, 3, 4, 5]"
27996778-b4a6-4310-981e-2aff24f6af5a,Sarah,"[2, 4]"
27996778-b4a6-4310-981e-2aff24f6af5a,Fred,"[1, 2, 3, 4, 5]"
0951d362-804a-4904-8745-581bc7a560dd,Little jimmy,"[1, 3, 4, 5]"
0951d362-804a-4904-8745-581bc7a560dd,His mother,"[2, 3]"
629358cc-85d2-4ab6-ace4-d6b416113f78,Andy,"[1, 2, 3, 4, 5]"
61cb5050-147e-4ab8-8d95-5a6da068af5b,Holly,"[1, 2, 3, 5]"
61cb5050-147e-4ab8-8d95-5a6da068af5b,Her sister,"[2]"
61cb5050-147e-4ab8-8d95-5a6da068af5b,Tech support,"[5]"
a6c32494-9d8c-47fb-a6de-7ba8fa62d46c,Friends,"[1, 3]"
a6c32494-9d8c-47fb-a6de-7ba8fa62d46c,Tom,"[1, 2, 3, 4, 5]"
b7b4dfd1-b426-4ece-8e24-6d86f3af6ba7,Melinda,"[1, 2, 3, 5]"
b7b4dfd1-b426-4ece-8e24-6d86f3af6ba7,Burglar,"[2, 4]"
b7b4dfd1-b426-4ece-8e24-6d86f3af6ba7,Police,"[3, 4]"
dabbbebf-da7b-401c-acbe-dbef849aa28d,Adam,"[1, 2, 3, 4, 5]"
97076ea0-17f2-4082-a59d-0f78c056f1e5,Cops,"[2, 4]"
97076ea0-17f2-4082-a59d-0f78c056f1e5,Tyler,"[1, 2, 5]"
6952180d-9e0c-4ff0-afdc-7b02ee6e25c8,Sammy,"[1, 2, 3, 4, 5]"
6952180d-9e0c-4ff0-afdc-7b02ee6e25c8,Sister,"[3, 4]"
c21e56fe-ad44-4e3c-9b95-90f1590b099a,Joe,"[1, 2, 3, 4, 5]"
c21e56fe-ad44-4e3c-9b95-90f1590b099a,His mom,"[3, 5]"
c72f0e8d-a3ce-4fef-be75-d20358ec0b7e,I (myself),"[1, 2, 3, 4]"
c72f0e8d-a3ce-4fef-be75-d20358ec0b7e,Tim,"[1, 5]"
2336a6b8-d4bc-4d15-9042-becb2e88c266,Kids,"[1, 2, 3, 4, 5]"
87e22e83-4fbb-46b3-83b8-083abfb72b0e,I (myself),"[1, 4, 5]"
87e22e83-4fbb-46b3-83b8-083abfb72b0e,My sister,"[4]"
87e22e83-4fbb-46b3-83b8-083abfb72b0e,My parents,"[2, 3]"
b46603f2-5348-4eec-a297-54330d4d5502,Cashier,"[4, 5]"
b46603f2-5348-4eec-a297-54330d4d5502,Ben,"[1, 2, 3, 4, 5]"
019d80c4-f7bd-43d9-ba91-0af3d704c43e,Anthony,"[1, 2, 3, 4, 5]"
019d80c4-f7bd-43d9-ba91-0af3d704c43e,Fish,"[1, 2, 3, 4]"
f690f163-1225-4e55-a1b8-ec2ac36e1ab7,I (myself),"[1, 4, 5]"
d98da06c-76fa-4a95-946b-ca2e0e4abe14,Kids,"[1, 2, 3, 4, 5]"
b1af1a27-d2b3-43c9-b979-b226ebf1fb72,Niles,"[1, 2, 3, 4, 5]"
b1af1a27-d2b3-43c9-b979-b226ebf1fb72,Parents,"[3, 4]"
87b9c094-9709-42a4-b494-830e632b47cb,I (myself),"[1, 2, 3, 4, 5]"
96ab65fd-70b2-4332-aeb0-70c8e1bae038,School,"[1]"
96ab65fd-70b2-4332-aeb0-70c8e1bae038,Friends,"[2, 3, 4, 5]"
96ab65fd-70b2-4332-aeb0-70c8e1bae038,Sam,"[1, 2, 3, 4, 5]"
730f7b6c-2220-42d8-b5b3-a20ff19c6dde,Hanna,"[1, 2, 3, 4, 5]"
730f7b6c-2220-42d8-b5b3-a20ff19c6dde,Hanna's grandma,"[1, 3, 4, 5]"
17ed0bc8-7f39-427e-a671-babee0ebc26d,Church,"[4]"
17ed0bc8-7f39-427e-a671-babee0ebc26d,Family,"[2, 5]"
17ed0bc8-7f39-427e-a671-babee0ebc26d,Terry,"[1, 2, 3, 4, 5]"
6f097756-3d9b-4af6-87c3-e9f068908b59,Children,"[1, 4, 5]"
6f097756-3d9b-4af6-87c3-e9f068908b59,Paula,"[1, 3, 4, 5]"
6f097756-3d9b-4af6-87c3-e9f068908b59,Husband,"[2, 4]"
d26065e5-62f1-47db-9e57-6126815d9f4c,Kids,"[1, 2, 3, 4, 5]"
d26065e5-62f1-47db-9e57-6126815d9f4c,Their parents,"[3]"
d26065e5-62f1-47db-9e57-6126815d9f4c,Santa,"[5]"
32311fa4-8c98-4eb3-a8b9-7d546b903261,I (myself),"[1, 2, 3, 4, 5]"
32311fa4-8c98-4eb3-a8b9-7d546b903261,Mother,"[4, 5]"
8e2e34ad-9ca6-4f58-bcb7-798032eebb1b,Fishermen,"[1]"
8e2e34ad-9ca6-4f58-bcb7-798032eebb1b,Jim,"[1, 2, 3, 4, 5]"
8e2e34ad-9ca6-4f58-bcb7-798032eebb1b,Crickets,"[1, 2, 3, 4]"
07d95d1b-1831-444c-a299-f7a8ee0ac1bd,I (myself),"[1]"
07d95d1b-1831-444c-a299-f7a8ee0ac1bd,Boyfriend's father,"[1, 2, 3, 4, 5]"
07d95d1b-1831-444c-a299-f7a8ee0ac1bd,My boyfriend,"[4, 5]"
ddb282ab-6a9e-4045-a341-d06834e263e0,Josephine,"[1, 2, 3, 4, 5]"
ddb282ab-6a9e-4045-a341-d06834e263e0,Louis,"[1, 2, 3, 4, 5]"
ddb282ab-6a9e-4045-a341-d06834e263e0,Best friend,"[1]"
2b28716c-df95-4fb0-ab19-13cc8e110f7a,Tim,"[1, 2, 3, 4, 5]"
2b28716c-df95-4fb0-ab19-13cc8e110f7a,Soccer team,"[1, 5]"
1c590d26-bca0-4de8-a862-74407f759307,Fireflies,"[1, 3, 4, 5]"
1c590d26-bca0-4de8-a862-74407f759307,Diane,"[1, 2, 3, 4, 5]"
1c590d26-bca0-4de8-a862-74407f759307,Jack,"[1, 2, 3, 4, 5]"
3ebfa252-20d7-44bd-930e-654588b2a4f0,Chickens,"[2, 3]"
3ebfa252-20d7-44bd-930e-654588b2a4f0,Grandpa,"[1]"
3ebfa252-20d7-44bd-930e-654588b2a4f0,Sylvie,"[1, 2, 3, 4, 5]"
3ebfa252-20d7-44bd-930e-654588b2a4f0,Parents,"[4]"
c613fc98-4fb4-4366-b5f5-7e2d19376a92,Carol,"[1, 2, 3, 4, 5]"
c27a008e-9f43-457f-811f-79589dbc5d80,Baker,"[4, 5]"
c27a008e-9f43-457f-811f-79589dbc5d80,Tina,"[1, 2, 3, 4, 5]"
9b9f3a42-ea4d-48db-a924-c95d97740413,Ivan,"[1, 2, 3, 4, 5]"
4e80d58c-7b28-4121-9746-e7d4eb34dfb6,Tim,"[1, 2, 3, 4, 5]"
7af74db9-93fe-44e1-ae07-564c44bce6c1,Yusuf,"[1, 2, 3, 5]"
7af74db9-93fe-44e1-ae07-564c44bce6c1,Woman,"[3, 4, 5]"
6db824a1-44fa-43c2-8414-2b5318248674,Lola,"[1, 2, 3, 4]"
6db824a1-44fa-43c2-8414-2b5318248674,Daughter,"[2, 3, 5]"
179fd3ea-a050-4bdc-b5b4-94243594c509,Assistant,"[3]"
179fd3ea-a050-4bdc-b5b4-94243594c509,Homeowners,"[4]"
179fd3ea-a050-4bdc-b5b4-94243594c509,Carrie,"[1, 2, 3, 4, 5]"
3f66c679-a850-472e-8a1a-9f22939604b4,I (myself),"[1, 3, 4, 5]"
702625c7-4648-46ed-85e8-3422d6fbe607,Elle,"[1, 2, 3, 4, 5]"
be46867c-2952-470c-b3d3-f93989fd7c64,Sean,"[1, 2, 3, 4, 5]"
a4340d6f-3327-45d8-a3f2-09ae40525698,Amy,"[1, 2, 3, 4, 5]"
a4340d6f-3327-45d8-a3f2-09ae40525698,Carlos,"[1, 2, 3, 4, 5]"
150bc586-3b52-4ed9-afb3-f395c5611a0c,I (myself),"[1, 2, 3, 4, 5]"
150bc586-3b52-4ed9-afb3-f395c5611a0c,The baby,"[5]"
150bc586-3b52-4ed9-afb3-f395c5611a0c,Doctor,"[3]"
902ed763-dac8-47f5-a2b1-2326db7c0377,Paula,"[1, 2, 4, 5]"
03c56a69-c2e7-41b3-b3ca-30171755a1f0,Melissa,"[1, 2, 3, 4, 5]"
03c56a69-c2e7-41b3-b3ca-30171755a1f0,Teacher,"[4]"
0194e69c-6902-4331-a8f5-3ef42a9be797,I (myself),"[1, 2, 4, 5]"
0194e69c-6902-4331-a8f5-3ef42a9be797,Friends,"[1, 2, 4, 5]"
0669f700-bf00-4ae9-ae04-71c84c0313fd,Newborn,"[1, 4, 5]"
0669f700-bf00-4ae9-ae04-71c84c0313fd,Girl,"[2, 3, 4]"
28dbb8fc-36ae-49b1-963f-1212a5726b8b,Workers,"[3]"
28dbb8fc-36ae-49b1-963f-1212a5726b8b,Joe,"[1, 2, 3, 5]"
28dbb8fc-36ae-49b1-963f-1212a5726b8b,Homeless,"[2]"
28dbb8fc-36ae-49b1-963f-1212a5726b8b,Mayor,"[2, 5]"
ace8b502-ce8b-40aa-966f-6c30c601129a,The representative,"[4]"
ace8b502-ce8b-40aa-966f-6c30c601129a,Stew,"[1, 2, 3, 4, 5]"
8b6e90ba-663a-48e8-a4e3-bc3a96832980,The owner,"[4]"
8b6e90ba-663a-48e8-a4e3-bc3a96832980,Julia,"[1, 2, 3, 4, 5]"
cfa29c3b-ebbc-4953-b6a0-1ea6b0163b1d,Everyone,"[1, 2, 4, 5]"
cfa29c3b-ebbc-4953-b6a0-1ea6b0163b1d,Sam,"[3, 5]"
cfa29c3b-ebbc-4953-b6a0-1ea6b0163b1d,The professor,"[1, 2, 4, 5]"
8a93ca36-abcc-4c3f-9b35-8087f07990de,Public office,"[1]"
8a93ca36-abcc-4c3f-9b35-8087f07990de,John,"[1, 2, 3, 5]"
8a93ca36-abcc-4c3f-9b35-8087f07990de,People,"[3, 4]"
44be626e-2264-4e95-97c3-94d36b9040b6,A girlfriend,"[1, 2, 5]"
44be626e-2264-4e95-97c3-94d36b9040b6,Tom,"[1, 2, 3, 5]"
9dd6fa3f-3938-4f8c-9c8e-2df7b9dee326,Sally,"[1, 2, 3, 4, 5]"
9dd6fa3f-3938-4f8c-9c8e-2df7b9dee326,Her mother,"[1]"
85e35e93-1f8b-46f9-88c3-cd58192678a7,Ben,"[1, 3, 4]"
85e35e93-1f8b-46f9-88c3-cd58192678a7,Teacher,"[5]"
f03844fc-5790-468d-b0ab-997d3600f1a7,Wanda's boss,"[3, 4, 5]"
f03844fc-5790-468d-b0ab-997d3600f1a7,Wanda,"[1, 2, 3, 4, 5]"
1580f5da-9259-4651-b62e-533767d10115,Person,"[3, 4, 5]"
1580f5da-9259-4651-b62e-533767d10115,Fred,"[1, 2, 3, 4, 5]"
84a33a46-0d19-4fdc-8ff0-cf8a2bb5689c,Josh,"[1, 2, 3, 4, 5]"
84a33a46-0d19-4fdc-8ff0-cf8a2bb5689c,Caro,"[1, 3, 4, 5]"
95425861-b6d8-462c-a8ed-c1cb2b4bad1b,I (myself),"[1, 2, 3, 4]"
95425861-b6d8-462c-a8ed-c1cb2b4bad1b,Cousin,"[1, 2, 3]"
571bd56c-b985-4e30-8867-3257f4b7c251,Jerry,"[1, 2, 3, 4, 5]"
571bd56c-b985-4e30-8867-3257f4b7c251,Friend,"[1, 2]"
4b9fbed1-e3f2-4251-abbc-66b8ec5950ce,Sara,"[1, 2, 3, 4, 5]"
4b9fbed1-e3f2-4251-abbc-66b8ec5950ce,Her neighbors,"[4]"
4b9fbed1-e3f2-4251-abbc-66b8ec5950ce,People,"[3]"
98348582-7a84-4880-b79d-be9fb3ee0122,Kelly,"[1, 2, 3, 4, 5]"
98348582-7a84-4880-b79d-be9fb3ee0122,Her teacher,"[5]"
98348582-7a84-4880-b79d-be9fb3ee0122,Her class,"[1]"
1f26df07-3f7b-4f08-8f3c-403fe34ed7f8,Lisa,"[1, 2, 3, 4, 5]"
1f26df07-3f7b-4f08-8f3c-403fe34ed7f8,Someone,"[3, 5]"
03a16c3b-f6c3-4e09-8cb9-a6a3c4441ae2,Boy,"[1, 3, 5]"
03a16c3b-f6c3-4e09-8cb9-a6a3c4441ae2,Parents,"[4]"
